0;766
1;332
1;345
2;347
2;507
3;332
3;345
4;5
5;36
5;317
6;679
7;46
7;240
7;511
7;553
7;601
8;67
8;226
8;339
8;427
8;540
8;635
9;209
9;762
10;690
10;741
11;12
11;307
11;380
11;682
11;744
12;276
12;501
12;623
12;685
13;18
13;30
13;50
13;88
13;89
13;99
13;116
13;130
13;131
13;133
13;148
13;157
13;189
13;197
13;200
13;206
13;207
13;220
13;227
13;266
13;286
13;292
13;306
13;318
13;325
13;327
13;346
13;370
13;373
13;378
13;385
13;388
13;409
13;423
13;432
13;434
13;436
13;443
13;463
13;474
13;491
13;510
13;516
13;517
13;523
13;529
13;530
13;531
13;533
13;541
13;544
13;548
13;561
13;568
13;575
13;604
13;621
13;660
13;666
13;667
13;673
13;674
13;677
13;701
13;707
13;726
13;727
13;730
13;742
13;746
13;752
13;755
13;763
13;783
13;786
14;187
14;262
15;194
16;97
16;145
16;299
16;410
16;424
16;499
16;545
16;582
16;700
16;719
16;776
17;136
18;48
18;163
18;566
18;703
19;628
20;671
21;509
22;118
22;447
22;774
22;775
23;697
24;245
25;457
25;537
26;166
27;518
28;340
28;732
29;20
29;508
30;195
30;411
30;603
30;785
31;109
31;222
31;364
31;472
31;515
31;528
31;619
31;639
31;699
32;403
32;782
33;105
33;125
33;152
33;161
33;162
33;368
33;429
34;1
34;68
34;177
34;599
34;603
34;706
35;15
35;31
35;32
35;40
35;49
35;55
35;61
35;78
35;83
35;104
35;139
35;153
35;165
35;217
35;229
35;243
35;258
35;284
35;329
35;348
35;361
35;362
35;372
35;386
35;418
35;419
35;438
35;446
35;449
35;482
35;484
35;539
35;584
35;592
35;613
35;686
35;708
35;721
35;734
35;739
36;598
37;56
38;22
38;140
38;288
38;618
38;778
39;143
39;160
40;495
40;656
41;115
41;188
41;202
41;246
41;255
41;261
41;269
41;354
41;425
41;473
41;573
41;659
41;705
42;167
42;185
43;54
43;256
43;283
43;367
43;502
43;672
44;84
44;101
44;212
44;285
44;320
44;456
44;536
44;759
45;27
45;684
45;756
45;789
46;550
47;571
48;57
48;204
48;321
48;374
48;420
48;675
48;692
48;717
48;723
48;754
49;85
49;333
49;377
49;440
49;478
49;485
49;647
49;655
50;43
50;123
50;124
50;150
50;199
50;213
50;271
50;395
50;430
50;587
50;615
50;649
51;94
51;360
52;47
52;428
52;464
52;563
52;624
52;670
53;298
53;413
53;669
54;52
54;514
55;82
56;437
57;73
57;287
57;356
57;379
57;390
57;467
57;469
57;477
57;576
57;627
57;640
57;749
58;2
58;309
58;524
58;581
58;609
59;6
59;16
59;34
59;95
59;107
59;126
59;127
59;135
59;225
59;228
59;236
59;278
59;279
59;295
59;300
59;305
59;397
59;422
59;462
59;488
59;534
59;579
59;593
59;617
59;673
59;720
59;764
60;552
61;178
61;480
62;59
62;355
62;779
63;471
64;230
64;257
65;244
65;400
65;769
66;304
67;33
67;193
67;470
68;221
68;272
68;384
68;399
68;404
68;450
68;497
68;520
68;521
68;722
69;250
70;60
71;310
72;678
73;129
74;77
74;81
74;303
74;465
74;493
74;542
74;570
74;586
74;694
74;747
75;111
75;365
75;439
75;458
75;787
76;69
77;205
77;751
78;92
78;597
79;7
79;8
79;17
79;35
79;67
79;72
79;74
79;168
79;169
79;173
79;199
79;201
79;218
79;231
79;291
79;319
79;323
79;330
79;344
79;358
79;369
79;398
79;448
79;451
79;486
79;540
79;556
79;632
79;635
79;641
79;651
79;657
79;665
79;692
79;715
79;717
79;738
79;780
80;371
80;381
80;444
80;589
80;714
80;716
81;11
81;232
81;234
81;396
81;405
81;416
81;455
81;620
81;652
81;668
81;724
81;735
82;246
82;387
83;562
84;241
85;65
85;610
86;3
86;41
86;64
86;106
86;110
86;233
86;297
86;315
86;336
86;383
86;453
86;554
86;558
86;577
86;578
86;591
86;691
86;728
86;784
86;790
87;445
87;718
88;86
89;87
89;215
89;252
89;733
90;313
90;349
90;643
91;76
91;366
91;468
91;475
91;644
91;778
92;38
92;75
92;96
92;147
92;156
92;274
92;398
92;494
92;498
92;512
92;663
92;702
92;745
92;748
93;10
93;23
93;53
93;171
93;251
93;290
93;301
93;335
93;353
93;408
93;555
93;569
93;588
93;607
93;630
93;653
93;654
94;267
95;176
95;689
95;743
96;90
96;100
96;120
96;311
96;352
96;415
96;452
96;590
96;648
96;664
96;757
97;159
97;331
97;341
97;350
97;492
97;526
97;760
98;14
98;37
98;98
98;128
98;626
98;726
99;259
99;729
100;63
100;249
100;253
100;500
100;662
100;694
101;146
101;280
102;4
102;117
102;459
102;496
102;527
102;532
102;551
102;638
102;688
102;737
102;770
103;26
103;264
103;273
103;506
103;767
104;144
104;596
105;454
106;103
106;687
106;731
106;753
107;112
107;237
107;519
107;583
108;62
109;254
109;594
110;13
110;39
110;248
110;606
110;680
110;695
110;768
111;151
111;224
111;466
111;712
111;765
111;772
112;66
112;134
112;282
112;312
112;314
112;343
112;406
112;407
112;426
112;461
112;476
112;574
112;676
112;704
113;9
113;42
113;322
113;376
113;441
113;504
113;546
113;549
113;681
114;203
114;646
115;547
115;567
116;223
116;363
116;740
117;58
117;70
117;172
117;196
117;557
117;559
117;585
117;600
118;351
119;294
120;580
121;51
121;113
121;137
121;179
121;190
121;192
121;198
121;302
121;326
121;394
121;414
121;611
121;614
121;658
121;709
122;24
122;28
122;102
122;121
122;608
122;736
123;725
124;119
124;242
124;275
124;324
124;334
124;433
124;442
124;625
124;771
125;650
126;114
126;154
126;270
126;323
126;396
126;483
126;612
126;698
127;181
128;182
129;184
129;538
129;637
130;337
131;328
132;21
132;293
133;186
133;281
133;359
133;401
133;417
133;489
133;631
133;773
134;180
134;208
134;214
134;560
134;605
135;393
136;0
136;535
136;661
136;683
137;265
137;308
137;412
137;572
137;616
137;636
137;696
138;175
138;565
139;80
139;93
139;164
139;247
139;296
139;389
139;392
139;460
139;634
140;19
140;28
140;142
140;155
140;174
140;211
140;263
140;277
140;421
140;642
140;750
141;79
141;91
141;122
141;158
141;268
141;289
141;342
141;487
141;503
141;525
141;543
141;693
141;710
141;758
142;141
142;375
143;75
143;210
143;338
143;391
143;781
144;132
144;402
144;435
144;513
144;564
144;595
144;713
144;777
144;790
145;25
145;431
145;633
146;219
147;44
147;238
147;260
147;479
147;505
147;645
147;711
148;7
148;29
148;67
148;147
148;173
148;231
148;316
148;398
148;451
148;486
148;540
148;635
148;715
148;738
149;235
150;629
151;71
151;191
151;283
151;357
151;382
151;490
151;522
151;622
152;108
152;138
152;170
152;183
152;239
152;481
152;565
152;602
152;761
152;788
153;216
154;45
155;87
155;149
155;691
